ID,Energy_Source,Carbon_Footprint,Smart_Home_Device,Electric_Vehicle,Household_Size,Annual_Water_Usage,Renewable_Investment,Satisfaction_Score
4028,Solar,7.29,Lighting,Yes,6,146.33,Medium,9.26
4029,Hydro,8.73,Assistant,Yes,5,104.58,None,8.3
4030,Solar,4.74,Lighting,Yes,3,157.89,Low,1.71
4031,Fossil,3.26,None,No,3,126.49,None,8.74
4032,Nuclear,18.62,Lighting,Yes,5,132.0,Medium,6.8
4033,Wind,11.4,Assistant,No,5,121.56,Low,7.25
4034,Hydro,15.19,Security,Yes,3,96.98,Medium,7.53
4035,Solar,11.83,Security,No,1,82.86,Low,6.41
4036,Nuclear,18.95,Security,No,2,91.09,None,9.53
4037,Solar,10.58,Security,Yes,5,67.36,Medium,6.47
4038,Fossil,6.69,Thermostat,Yes,1,104.36,Medium,3.93
4039,Wind,6.6,None,No,2,135.48,Low,6.02
4040,Wind,8.27,Assistant,No,4,81.81,Medium,6.72
4041,Solar,9.04,Thermostat,No,4,83.46,High,7.04
4042,Fossil,18.51,Lighting,Yes,4,139.24,High,7.23
4043,Hydro,14.53,Lighting,No,2,125.14,High,8.92
4044,Wind,10.64,Security,Yes,2,81.96,High,1.15
4045,Fossil,15.42,None,No,5,71.14,High,9.09
4046,Nuclear,8.15,Security,Yes,5,132.64,None,5.79
4047,Fossil,5.89,Thermostat,Yes,7,55.53,Low,6.76
4048,Nuclear,11.86,Security,No,4,160.7,High,6.37
4049,Nuclear,16.28,Thermostat,No,2,118.49,None,4.11
4050,Fossil,16.98,None,No,3,117.54,Medium,8.9
4051,Solar,14.48,Thermostat,No,4,105.0,None,4.29
4052,Hydro,4.97,None,No,7,114.93,High,3.76
4053,Nuclear,16.75,Thermostat,Yes,4,94.64,None,5.15
4054,Hydro,8.5,Assistant,Yes,3,122.62,High,5.67
4055,Wind,15.85,Assistant,Yes,1,27.45,Low,5.58
4056,Solar,19.45,Security,Yes,5,140.72,High,7.88
4057,Solar,1.33,Security,No,6,84.62,Low,7.45
4058,Solar,9.26,None,Yes,1,166.51,Low,1.62
4059,Fossil,12.81,Security,No,3,124.38,High,1.65
4060,Nuclear,10.78,None,Yes,5,131.09,Low,2.43
4061,Wind,2.24,Lighting,Yes,1,100.35,Medium,5.62
4062,Nuclear,6.11,Thermostat,Yes,5,77.63,None,7.0
4063,Solar,4.37,None,Yes,5,45.96,High,8.16
4064,Nuclear,7.08,Security,No,6,117.81,Medium,1.69
4065,Solar,8.14,Security,No,2,131.85,None,3.24
4066,Fossil,4.64,Thermostat,No,3,104.09,Low,2.76
4067,Nuclear,7.86,Thermostat,No,7,117.83,Medium,8.68
4068,Nuclear,2.02,Security,No,7,92.76,Medium,3.93
4069,Solar,16.98,Security,Yes,2,126.11,Low,5.41
4070,Solar,16.62,None,No,4,118.27,Medium,3.24
4071,Solar,-2.69,Assistant,Yes,2,125.36,None,1.67
4072,Solar,4.82,Lighting,Yes,7,107.36,High,4.27
4073,Nuclear,11.72,Lighting,Yes,7,76.7,None,2.61
4074,Solar,-2.88,Thermostat,No,7,114.07,Medium,2.64
4075,Fossil,10.16,None,No,4,91.1,Low,3.88
4076,Hydro,8.87,Security,No,7,93.81,Low,8.17
4077,Wind,6.41,Thermostat,Yes,2,109.79,High,7.64
4078,Solar,15.4,Security,Yes,6,106.52,None,8.1
4079,Hydro,4.19,Lighting,Yes,1,135.5,Medium,4.44
4080,Solar,16.8,Assistant,No,3,108.46,Medium,3.05
4081,Hydro,8.68,None,Yes,7,169.63,High,6.38
4082,Fossil,10.69,Assistant,Yes,1,95.34,Low,8.57
4083,Fossil,8.01,Security,No,4,105.42,High,3.15
4084,Solar,16.11,None,Yes,5,153.26,None,7.05
4085,Solar,14.77,Thermostat,No,1,151.48,Low,6.56
4086,Hydro,2.0,None,Yes,5,137.04,None,8.23
4087,Nuclear,12.19,Assistant,Yes,6,74.82,High,2.03
4088,Solar,11.54,Thermostat,Yes,4,111.85,Low,8.0
4089,Solar,9.72,None,No,5,62.67,High,3.2
4090,Solar,18.56,None,Yes,6,121.43,Low,5.25
4091,Fossil,18.95,Lighting,Yes,3,103.89,None,6.29
4092,Hydro,19.54,Thermostat,No,4,49.08,None,7.17
4093,Nuclear,11.27,Assistant,Yes,4,70.78,Low,7.54
4094,Hydro,4.94,Thermostat,Yes,7,128.43,None,9.96
4095,Wind,2.64,Security,No,5,102.11,Low,7.81
4096,Nuclear,12.98,Thermostat,Yes,7,118.07,Low,5.94
4097,Fossil,4.45,Lighting,Yes,5,110.15,Low,4.22
4098,Fossil,15.96,Lighting,No,3,84.61,Low,7.36
4099,Hydro,10.13,Lighting,Yes,3,71.96,Low,4.57
4100,Hydro,12.16,None,No,5,92.06,None,6.98
4101,Wind,4.21,None,No,1,116.48,Medium,1.74
4102,Solar,6.56,Security,Yes,4,109.5,Medium,8.65
4103,Fossil,8.28,None,No,2,132.88,None,9.93
4104,Wind,11.59,Security,Yes,6,94.22,None,3.7
4105,Nuclear,13.84,Security,Yes,4,133.45,High,2.98
4106,Fossil,1.03,None,Yes,3,142.9,High,5.05
4107,Nuclear,3.27,Lighting,No,5,116.9,Medium,5.08
4108,Hydro,2.94,Thermostat,Yes,3,73.94,Low,6.99
4109,Nuclear,10.54,None,No,3,130.73,Low,9.72
4110,Solar,10.89,None,No,4,77.83,Low,6.77
4111,Fossil,19.76,Thermostat,No,7,25.34,None,3.01
4112,Nuclear,7.3,Lighting,No,1,104.88,None,7.81
4113,Fossil,12.84,Thermostat,No,3,97.41,Low,6.02
4114,Hydro,13.29,Thermostat,No,2,166.73,Low,2.53
4115,Wind,14.78,Security,Yes,6,85.01,Low,5.39
4116,Nuclear,15.41,Thermostat,No,7,104.99,Low,8.98
4117,Nuclear,16.01,Lighting,No,1,90.94,None,8.64
4118,Wind,13.69,Security,No,3,137.67,High,6.11
4119,Hydro,7.27,Security,Yes,3,108.18,None,2.98
4120,Wind,1.32,Assistant,Yes,3,87.67,High,3.22
4121,Hydro,13.12,Assistant,No,1,38.85,Medium,3.9
4122,Hydro,3.19,Assistant,Yes,5,113.86,Low,2.77
4123,Wind,7.5,Thermostat,No,3,71.76,High,5.49
4124,Nuclear,17.27,Thermostat,No,2,88.13,None,6.33
4125,Nuclear,7.18,Lighting,No,4,70.23,Low,7.32
4126,Solar,7.74,None,No,7,104.91,Low,3.09
4127,Hydro,17.69,Assistant,Yes,7,110.74,Low,2.04
4128,Fossil,7.75,Security,No,4,87.03,Medium,3.22
4129,Solar,1.28,Assistant,No,4,77.54,Low,7.36
4130,Solar,15.87,None,Yes,5,142.97,None,7.51
4131,Hydro,5.94,None,No,5,113.18,Low,4.68
4132,Fossil,14.11,Thermostat,No,2,137.08,None,4.64
4133,Hydro,7.03,Thermostat,Yes,1,119.07,High,4.93
4134,Wind,15.4,Assistant,No,1,61.55,None,9.14
4135,Wind,8.73,Thermostat,Yes,6,110.72,Medium,5.97
4136,Hydro,21.87,Security,No,5,51.27,None,3.95
4137,Fossil,10.78,Security,No,7,63.29,Low,2.79
4138,Hydro,13.02,Security,Yes,2,105.29,High,9.67
4139,Fossil,10.86,Thermostat,No,7,121.66,High,6.65
4140,Solar,16.37,None,No,1,64.97,Medium,7.57
4141,Wind,9.91,None,Yes,2,109.99,Low,7.98
4142,Nuclear,15.59,None,No,6,132.64,None,6.98
4143,Nuclear,7.54,None,No,3,68.87,High,5.67
4144,Solar,8.35,None,No,2,84.02,Low,5.11
4145,Hydro,16.8,Thermostat,Yes,3,156.27,Low,9.17
4146,Wind,15.81,Lighting,No,1,145.35,Medium,7.9
4147,Wind,13.41,Assistant,No,1,61.43,None,6.24
4148,Nuclear,8.9,None,No,2,134.35,None,7.11
4149,Hydro,8.52,Lighting,Yes,4,67.1,Low,6.56
4150,Fossil,13.18,Thermostat,Yes,3,133.22,None,6.82
4151,Hydro,4.8,Lighting,Yes,1,81.03,High,2.4
4152,Wind,14.07,Lighting,Yes,1,145.6,Low,2.7
4153,Fossil,8.55,Security,Yes,4,84.8,Medium,7.3
4154,Solar,11.38,Thermostat,No,4,68.89,Low,7.39
4155,Nuclear,12.13,Thermostat,Yes,6,99.39,Medium,5.42
4156,Wind,20.16,Assistant,No,1,59.83,Medium,3.3
4157,Nuclear,17.83,Security,Yes,6,63.16,Low,1.77
4158,Wind,11.61,Lighting,No,6,67.58,Low,5.27
4159,Wind,9.83,Lighting,Yes,3,111.62,High,6.86
4160,Nuclear,10.16,Security,No,3,89.51,Medium,6.75
4161,Wind,8.24,Security,No,1,169.35,Low,1.15
4162,Fossil,9.8,Security,No,6,118.41,High,5.07
4163,Fossil,8.65,Security,Yes,6,69.77,Medium,7.74
4164,Wind,17.09,Assistant,Yes,7,73.54,High,4.45
4165,Nuclear,18.8,Lighting,Yes,5,124.93,Medium,5.9
4166,Solar,13.53,Lighting,Yes,7,92.07,Medium,8.87
4167,Hydro,17.42,Assistant,No,2,73.4,Medium,5.6
4168,Wind,3.94,Security,No,2,93.54,Medium,4.93
4169,Wind,14.42,None,No,6,92.75,None,5.49
4170,Solar,7.97,Thermostat,Yes,7,35.53,Low,8.25
4171,Nuclear,-0.08,Assistant,Yes,6,78.4,None,3.19
4172,Solar,10.43,Thermostat,Yes,1,102.04,Low,7.55
4173,Hydro,8.49,Lighting,No,4,92.25,None,9.5
4174,Wind,11.09,Thermostat,No,3,75.93,Medium,9.48
4175,Fossil,10.75,Security,Yes,3,128.16,Medium,4.57
4176,Fossil,15.41,Assistant,No,7,71.0,Low,2.89
4177,Hydro,7.12,Lighting,Yes,3,166.48,High,1.68
4178,Fossil,12.36,Security,No,5,129.01,Low,9.49
4179,Nuclear,9.49,Security,No,7,81.34,Low,6.46
4180,Solar,1.9,Security,No,7,12.43,None,7.84
4181,Fossil,6.38,Lighting,Yes,3,122.71,Medium,3.21
4182,Hydro,5.32,None,No,5,88.34,Low,6.02
4183,Nuclear,8.72,Thermostat,Yes,2,70.37,Medium,8.21
4184,Fossil,11.37,Assistant,No,7,59.45,Low,7.71
4185,Solar,6.6,Thermostat,Yes,5,140.74,High,4.52
4186,Fossil,11.25,Security,Yes,3,87.6,High,8.69
4187,Wind,9.07,Thermostat,No,3,88.18,None,4.51
4188,Solar,7.21,None,No,3,132.6,High,1.86
4189,Solar,12.1,None,No,7,131.84,Medium,4.46
4190,Fossil,18.19,Lighting,Yes,2,90.23,Medium,4.84
4191,Wind,3.97,Thermostat,No,3,115.04,Low,6.04
4192,Fossil,13.65,Lighting,No,5,71.76,Low,7.28
4193,Fossil,-1.76,Assistant,Yes,4,125.92,Medium,3.62
4194,Wind,6.47,Security,No,2,95.22,Medium,8.82
4195,Solar,13.23,Assistant,No,1,74.66,Low,6.85
4196,Solar,14.58,Assistant,No,3,115.35,Medium,5.17
4197,Fossil,11.19,Security,No,4,97.46,None,4.43
4198,Wind,13.6,Lighting,Yes,3,90.82,Medium,1.84
4199,Nuclear,10.69,Security,Yes,7,84.79,High,9.78
4200,Wind,11.19,Lighting,Yes,6,84.61,High,2.85
4201,Hydro,14.47,None,Yes,3,102.19,None,3.02
4202,Solar,14.07,Thermostat,No,3,99.59,Low,3.19
4203,Wind,11.84,Security,No,7,68.78,Medium,3.45
4204,Nuclear,5.69,Assistant,Yes,4,105.69,Medium,9.19
4205,Nuclear,3.73,Assistant,Yes,1,125.64,Low,7.39
4206,Fossil,13.25,None,Yes,3,83.46,Low,6.56
4207,Solar,18.26,Assistant,Yes,7,160.05,Medium,6.31
4208,Wind,6.29,Lighting,No,5,165.89,Low,2.55
4209,Hydro,8.7,None,No,3,120.36,None,7.64
4210,Hydro,16.26,None,No,2,119.84,Low,2.06
4211,Fossil,6.3,Thermostat,No,5,109.74,High,2.01
4212,Solar,10.98,Security,No,6,121.54,Medium,8.88
4213,Fossil,7.45,Assistant,No,5,116.65,Low,7.77
4214,Fossil,9.14,Security,Yes,3,102.06,None,2.73
4215,Solar,7.64,Security,No,3,104.72,None,8.37
4216,Fossil,10.26,Assistant,No,2,162.35,High,8.64
4217,Wind,16.13,Assistant,Yes,7,116.98,High,9.75
4218,Hydro,13.34,Thermostat,Yes,3,170.03,Medium,4.71
4219,Fossil,8.64,Thermostat,Yes,2,111.39,None,5.32
4220,Solar,1.89,None,Yes,1,66.25,Medium,9.39
4221,Hydro,6.15,None,No,6,80.76,None,3.87
4222,Wind,7.97,Assistant,Yes,6,163.99,Medium,2.31
4223,Solar,15.23,Lighting,No,4,69.48,Low,9.48
4224,Hydro,13.35,Lighting,No,3,111.09,Medium,1.01
4225,Hydro,12.33,Lighting,Yes,1,140.39,High,6.13
4226,Solar,8.44,Assistant,Yes,1,114.26,Medium,5.64
4227,Hydro,12.28,Lighting,No,3,144.82,Medium,7.33
4228,Nuclear,8.12,Lighting,Yes,7,113.63,None,6.43
4229,Solar,11.47,Thermostat,Yes,3,55.82,High,9.65
4230,Hydro,6.35,Lighting,Yes,3,85.89,Medium,3.0
4231,Nuclear,8.11,Lighting,No,5,88.6,None,2.98
4232,Wind,9.71,Lighting,Yes,2,98.18,High,4.61
4233,Nuclear,12.6,Lighting,Yes,4,18.17,None,2.42
4234,Hydro,13.13,Thermostat,No,7,62.44,None,9.68
4235,Solar,12.7,Security,Yes,2,95.74,High,3.85
4236,Wind,4.23,Assistant,No,7,48.43,None,3.36
4237,Nuclear,15.76,Thermostat,Yes,1,80.48,Medium,2.46
4238,Fossil,6.22,Thermostat,No,1,101.88,High,6.87
4239,Nuclear,7.82,Assistant,Yes,2,77.11,None,4.87
4240,Solar,5.74,Assistant,Yes,4,118.24,High,4.35
4241,Solar,8.67,Assistant,Yes,2,40.31,Low,6.6
4242,Fossil,7.72,Assistant,No,6,88.33,None,1.7
4243,Solar,9.39,Lighting,No,2,130.83,Low,2.85
4244,Hydro,9.18,Security,No,4,135.14,None,7.87
4245,Wind,1.33,Assistant,Yes,3,144.39,None,1.53
4246,Solar,8.77,Security,Yes,1,58.49,Medium,2.7
4247,Fossil,7.58,Assistant,No,5,92.48,Low,5.35
4248,Nuclear,8.96,Security,Yes,7,86.66,High,9.67
4249,Solar,14.76,Lighting,No,2,105.78,None,2.27
4250,Solar,9.05,None,No,4,80.51,None,1.33
4251,Hydro,18.59,Security,No,2,108.71,Low,5.92
4252,Wind,9.68,Thermostat,No,1,148.72,None,1.53
4253,Fossil,3.43,Assistant,Yes,2,114.23,None,6.5
4254,Nuclear,10.11,Thermostat,Yes,6,163.19,Low,7.76
4255,Nuclear,17.78,None,No,7,115.85,Medium,1.38
4256,Wind,15.77,Assistant,Yes,3,75.86,Low,3.62
4257,Hydro,14.73,Security,Yes,7,106.31,None,3.97
4258,Wind,14.27,Thermostat,No,3,122.7,Medium,3.42
4259,Wind,8.36,Thermostat,No,3,129.15,Medium,2.45
4260,Wind,1.52,Thermostat,No,3,92.43,High,7.32
4261,Nuclear,14.16,Assistant,Yes,4,63.7,None,6.56
4262,Solar,12.85,Assistant,No,4,71.64,None,8.52
4263,Hydro,10.84,Assistant,No,1,73.64,High,2.66
4264,Solar,12.07,Thermostat,No,4,97.83,None,8.54
4265,Nuclear,7.64,Lighting,Yes,4,119.15,None,3.4
4266,Solar,14.54,Lighting,No,6,68.79,None,1.52
4267,Solar,11.81,Lighting,Yes,1,87.22,Medium,9.85
4268,Fossil,7.38,Lighting,Yes,1,146.6,Medium,5.92
4269,Fossil,12.65,None,No,2,115.83,None,3.66
4270,Fossil,2.04,Security,Yes,7,89.28,Medium,9.69
4271,Solar,13.95,Thermostat,Yes,3,76.72,None,5.72
4272,Nuclear,16.02,Security,No,2,47.99,Medium,6.43
4273,Wind,3.92,Thermostat,No,2,132.08,None,6.55
4274,Fossil,9.67,Assistant,No,4,82.19,Low,7.1
4275,Solar,4.51,Lighting,No,3,112.81,None,5.26
4276,Solar,19.39,Lighting,Yes,2,89.39,High,8.8
4277,Nuclear,10.1,Assistant,Yes,5,128.34,Medium,3.87
4278,Fossil,4.92,Assistant,No,4,175.18,High,6.16
4279,Solar,14.95,Security,No,5,102.07,High,8.75
4280,Fossil,11.34,Lighting,Yes,4,108.83,None,1.71
4281,Hydro,6.92,Assistant,No,2,77.76,High,3.44
4282,Wind,18.38,None,No,4,69.75,None,2.44
4283,Nuclear,21.11,None,No,6,134.03,None,5.99
4284,Wind,16.21,Security,Yes,6,108.13,Low,3.72
4285,Wind,4.28,Lighting,No,7,121.82,Medium,8.69
4286,Solar,3.47,Security,Yes,2,92.04,Low,7.66
4287,Solar,10.78,None,No,7,55.4,None,9.61
4288,Solar,17.92,Assistant,Yes,6,115.21,None,5.93
4289,Solar,-1.23,None,No,5,61.56,None,1.64
4290,Nuclear,12.04,None,Yes,2,90.86,High,2.76
4291,Solar,21.96,Lighting,No,5,115.34,Low,9.75
4292,Nuclear,2.03,Lighting,No,6,111.12,None,9.94
4293,Wind,8.62,Lighting,Yes,2,106.0,Medium,5.87
4294,Solar,13.52,Lighting,Yes,3,122.82,Low,8.71
4295,Fossil,-0.82,Thermostat,Yes,7,101.43,High,1.25
4296,Nuclear,17.76,Assistant,Yes,3,112.67,Medium,2.14
4297,Fossil,10.22,Lighting,Yes,4,108.56,Low,8.59
4298,Hydro,6.81,Assistant,No,1,71.83,None,7.49
4299,Fossil,10.78,Security,Yes,5,76.47,Medium,4.87
4300,Fossil,12.24,Security,Yes,3,75.22,Medium,7.7
4301,Hydro,-4.5,Security,No,1,142.8,Medium,3.57
4302,Solar,8.94,Lighting,No,6,124.59,Medium,1.76
4303,Nuclear,16.32,Lighting,Yes,5,64.29,Low,9.16
4304,Solar,14.84,Lighting,Yes,6,86.17,Medium,5.27
4305,Wind,10.62,Assistant,Yes,1,85.14,None,2.67
4306,Hydro,6.88,None,Yes,4,120.41,None,3.75
4307,Solar,10.89,Lighting,Yes,1,79.02,None,3.34
4308,Fossil,3.76,Thermostat,Yes,5,65.34,High,7.12
4309,Hydro,5.61,None,No,1,46.34,High,2.3
4310,Wind,10.17,Assistant,No,7,139.46,None,4.92
4311,Solar,14.8,Security,Yes,3,119.68,None,2.85
4312,Fossil,11.78,Assistant,Yes,4,114.45,None,8.45
4313,Nuclear,-5.46,None,No,5,99.62,Medium,7.42
4314,Nuclear,11.73,Assistant,No,3,60.14,Medium,6.28
4315,Hydro,-1.01,Lighting,Yes,5,61.93,High,1.32
4316,Hydro,17.99,None,Yes,7,95.43,Medium,6.42
4317,Nuclear,10.29,Lighting,No,6,86.98,None,8.66
4318,Solar,3.82,Security,Yes,6,94.87,None,3.13
4319,Hydro,7.34,None,No,3,106.69,Low,3.49
4320,Fossil,5.58,Security,No,1,144.48,Low,1.18
4321,Nuclear,16.71,Assistant,Yes,5,57.28,None,4.09
4322,Wind,10.94,Assistant,No,5,56.75,High,2.0
4323,Hydro,6.44,Assistant,Yes,2,113.35,Low,1.98
4324,Hydro,5.08,Assistant,Yes,5,95.23,Low,6.11
4325,Solar,8.3,Security,Yes,6,137.52,Medium,5.45
4326,Nuclear,0.11,None,No,2,140.13,Medium,6.46
4327,Nuclear,17.11,Security,No,5,134.93,Medium,7.36
4328,Wind,19.33,Thermostat,No,6,110.78,Low,7.87
4329,Solar,6.61,None,No,3,123.14,High,4.13
4330,Hydro,10.04,Assistant,Yes,4,79.59,Low,1.21
4331,Solar,17.06,Lighting,No,3,85.06,Low,6.06
4332,Solar,5.6,Security,Yes,3,128.51,High,6.23
4333,Nuclear,5.73,Security,No,7,149.83,Low,1.26
4334,Wind,8.88,Assistant,No,5,112.47,None,7.47
4335,Fossil,13.84,Security,No,6,91.08,None,6.08
4336,Hydro,11.77,Assistant,Yes,7,137.1,High,1.21
4337,Solar,5.79,Assistant,No,7,68.14,Medium,9.77
4338,Nuclear,14.05,Assistant,Yes,6,45.2,High,3.03
4339,Solar,11.48,Security,Yes,1,84.01,Medium,6.52
4340,Wind,10.87,None,No,7,36.54,Low,9.15
4341,Fossil,13.31,None,No,3,81.37,High,5.78
4342,Fossil,17.96,Assistant,Yes,1,114.03,Low,4.65
4343,Hydro,11.67,None,No,5,118.43,High,8.04
4344,Solar,8.36,Lighting,No,6,48.66,None,1.42
4345,Nuclear,4.22,Security,Yes,1,108.68,None,7.73
4346,Hydro,14.11,Assistant,No,6,79.88,Low,7.38
4347,Wind,9.96,Assistant,No,2,114.26,None,3.9
4348,Nuclear,9.62,Security,Yes,5,109.6,None,8.75
4349,Hydro,14.84,None,Yes,6,123.52,None,2.43
4350,Wind,5.31,Security,Yes,3,111.93,Low,3.32
4351,Nuclear,10.86,Thermostat,No,1,65.02,Low,5.37
4352,Fossil,4.64,Assistant,No,3,113.81,High,8.84
4353,Solar,16.28,None,No,6,127.75,Medium,8.14
4354,Nuclear,13.36,Assistant,No,1,163.44,None,3.05
4355,Nuclear,9.2,Thermostat,No,5,102.48,Medium,5.5
4356,Solar,2.25,Thermostat,Yes,4,120.25,Low,6.16
4357,Fossil,9.63,None,Yes,6,124.36,High,8.7
4358,Hydro,6.75,Security,Yes,3,93.43,None,9.85
4359,Fossil,11.6,Thermostat,No,2,95.08,None,7.79
4360,Nuclear,4.19,Thermostat,Yes,7,110.76,Low,9.08
4361,Wind,12.1,Thermostat,No,2,76.5,Low,5.96
4362,Hydro,13.72,Lighting,No,2,118.18,None,4.96
4363,Solar,7.11,Lighting,Yes,1,116.33,Medium,4.23
4364,Solar,8.31,Thermostat,Yes,2,57.63,Medium,7.14
4365,Hydro,17.11,Thermostat,Yes,3,99.3,None,8.12
4366,Nuclear,1.66,Assistant,Yes,5,102.64,High,9.55
4367,Hydro,9.12,None,No,3,103.83,Medium,2.66
4368,Fossil,11.77,Lighting,No,1,132.43,Low,7.42
4369,Solar,12.03,None,Yes,2,119.21,Medium,6.76
4370,Hydro,3.53,Assistant,Yes,5,122.9,Medium,8.15
4371,Wind,14.8,Assistant,No,4,127.97,Medium,9.08
4372,Solar,12.22,Lighting,No,7,111.54,High,3.29
4373,Hydro,8.84,Assistant,No,1,48.27,Low,9.37
4374,Solar,9.65,None,Yes,3,111.98,Medium,8.17
4375,Wind,8.98,Assistant,Yes,6,90.44,High,5.59
4376,Wind,6.27,Security,Yes,1,105.06,Medium,7.21
4377,Fossil,14.53,Security,Yes,6,97.89,Medium,7.12
4378,Wind,15.82,Security,Yes,6,119.83,High,2.78
4379,Hydro,5.39,None,No,1,81.73,Low,3.59
4380,Solar,6.37,None,No,3,86.43,None,2.92
4381,Solar,6.43,Lighting,No,5,132.48,None,7.88
4382,Wind,6.1,Security,Yes,1,130.27,Low,2.6
4383,Solar,13.68,Assistant,No,3,82.95,Low,8.41
4384,Nuclear,6.35,Assistant,Yes,4,59.89,High,2.63
4385,Solar,12.73,None,No,1,130.17,Low,8.06
4386,Nuclear,6.08,Security,No,6,148.88,High,9.06
4387,Wind,12.47,Assistant,No,1,61.41,None,1.66
4388,Solar,5.34,Lighting,Yes,3,79.11,Medium,4.43
4389,Solar,11.51,Lighting,Yes,6,106.94,None,1.6
4390,Nuclear,4.45,Lighting,No,2,121.75,None,3.91
4391,Hydro,12.03,None,Yes,5,120.51,Medium,9.06
4392,Nuclear,6.25,Assistant,Yes,5,94.73,None,3.55
4393,Wind,12.73,Security,No,5,72.81,Medium,8.24
4394,Fossil,-0.34,None,No,2,59.57,Low,6.36
4395,Wind,10.81,Lighting,No,3,65.96,None,1.44
4396,Hydro,16.05,Thermostat,No,2,109.68,High,4.0
4397,Wind,7.03,Lighting,No,5,140.82,High,1.72
4398,Nuclear,-0.54,Security,No,7,14.09,Low,2.25
4399,Wind,8.09,None,Yes,6,106.88,Medium,9.35
4400,Solar,13.13,Security,No,4,112.18,Medium,6.9
4401,Nuclear,16.46,None,Yes,1,60.2,Low,1.59
4402,Nuclear,2.89,Thermostat,No,6,108.25,High,1.28
4403,Fossil,9.6,Thermostat,No,2,121.36,None,3.12
4404,Hydro,16.23,Security,No,5,79.23,None,8.79
4405,Nuclear,3.8,Security,No,1,118.46,Medium,7.98
4406,Nuclear,6.86,Security,Yes,7,106.6,High,2.51
4407,Wind,13.11,Assistant,No,4,82.74,High,3.92
4408,Nuclear,0.16,Assistant,No,7,109.97,Medium,1.77
4409,Nuclear,14.65,Assistant,Yes,1,164.26,None,1.62
4410,Fossil,9.39,Assistant,No,5,121.75,None,5.64
4411,Nuclear,1.58,None,Yes,2,120.61,High,8.1
4412,Solar,11.65,None,No,5,116.55,High,4.57
4413,Nuclear,6.63,None,Yes,4,84.6,Medium,1.69
4414,Nuclear,11.85,Thermostat,Yes,2,95.07,Medium,4.74
4415,Wind,18.29,Lighting,Yes,6,158.67,Low,9.93
4416,Hydro,19.22,Security,No,7,117.56,Medium,6.28
4417,Solar,10.66,Lighting,Yes,3,123.91,High,1.89
4418,Fossil,10.15,None,No,2,86.48,High,2.97
4419,Nuclear,6.19,Lighting,No,5,144.55,High,3.32
4420,Solar,-0.62,Assistant,Yes,6,108.51,High,8.12
4421,Wind,10.92,Lighting,No,1,81.9,Medium,7.99
4422,Solar,7.07,Security,Yes,6,114.12,Medium,5.82
4423,Hydro,4.25,Assistant,No,4,68.92,Medium,4.45
4424,Fossil,9.03,Security,No,2,106.07,None,4.7
4425,Nuclear,11.23,Thermostat,No,5,162.19,Low,1.71
4426,Wind,8.98,Lighting,Yes,2,94.95,Medium,9.89
4427,Hydro,15.16,Lighting,Yes,2,109.13,None,5.49
4428,Hydro,10.01,None,No,2,95.38,None,1.68
4429,Hydro,5.67,None,No,6,79.27,Low,4.72
4430,Solar,6.32,Security,No,2,142.19,Medium,7.89
4431,Nuclear,3.78,Security,No,7,113.83,None,7.76
4432,Solar,12.56,Security,No,7,93.04,High,3.65
4433,Nuclear,16.0,None,Yes,6,85.18,Low,1.98
4434,Fossil,5.23,Security,No,4,93.87,Medium,7.29
4435,Nuclear,11.56,None,No,6,98.63,Medium,6.66
4436,Solar,4.36,Assistant,No,4,128.19,Medium,9.67
4437,Hydro,9.94,Security,Yes,1,129.1,Medium,1.57
4438,Nuclear,6.28,Security,Yes,4,100.77,Low,3.56
4439,Fossil,8.92,Thermostat,No,3,93.28,Low,1.69
4440,Nuclear,14.97,Security,Yes,3,91.19,None,1.19
4441,Fossil,13.42,Thermostat,Yes,2,130.01,Low,4.47
4442,Fossil,15.91,Lighting,Yes,7,126.82,Low,8.91
4443,Fossil,6.6,Thermostat,No,1,133.52,Low,5.54
4444,Hydro,6.33,Lighting,Yes,5,56.83,High,8.42
4445,Solar,8.04,Thermostat,Yes,3,60.52,Medium,1.12
4446,Fossil,16.15,Lighting,No,5,87.58,None,8.79
4447,Hydro,10.71,Assistant,Yes,7,112.91,High,9.97
4448,Hydro,0.41,Assistant,Yes,6,31.81,Low,1.01
4449,Fossil,9.29,None,No,6,81.67,High,6.64
4450,Solar,10.07,Assistant,No,4,118.49,None,4.49
4451,Nuclear,3.88,Thermostat,No,6,110.69,High,6.2
4452,Fossil,14.46,Lighting,Yes,4,128.79,High,4.25
4453,Solar,14.0,Security,Yes,6,82.3,None,4.42
4454,Hydro,6.89,Assistant,No,2,155.85,High,1.46
4455,Fossil,0.14,None,Yes,5,110.21,Low,5.36
4456,Wind,8.14,Thermostat,No,2,99.45,Low,3.78
4457,Nuclear,6.77,Lighting,Yes,1,124.45,Low,1.18
4458,Hydro,17.36,None,Yes,1,136.08,High,3.48
4459,Fossil,12.02,None,No,5,72.1,Medium,1.63
4460,Wind,8.85,Security,No,4,118.28,None,7.59
4461,Fossil,9.08,None,Yes,2,138.12,None,8.64
4462,Hydro,8.31,Assistant,No,6,113.64,Low,3.13
4463,Hydro,15.26,Thermostat,Yes,5,129.05,Medium,2.68
4464,Wind,7.06,None,Yes,3,67.81,Medium,2.71
4465,Nuclear,14.07,Lighting,Yes,6,123.36,Medium,2.73
4466,Nuclear,11.01,Security,No,3,150.74,None,6.89
